,primary_photo,last_update_date,tags,permalink,status,list_date,open_houses,branding,photos,coming_soon_date,list_price,matterport,property_id,community,virtual_tours,listing_id,price_reduced_amount,source.agents,source.id,source.plan_id,source.spec_id,source.type,tax_record.public_record_id,flags.is_new_construction,flags.is_subdivision,flags.is_plan,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_new_listing,flags.is_coming_soon,flags.is_contingent,lead_attributes.show_contact_an_agent,lead_attributes.opcity_lead_attributes.flip_the_market_enabled,lead_attributes.opcity_lead_attributes.cashback_enabled,lead_attributes.lead_type,products.products,products.brand_name,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line,location.street_view_url,location.county.fips_code,location.county.name,other_listings.rdc,primary_photo.href,tax_record,other_listings,community.advertisers,community.property_id,community.description.name,products
71,,2022-04-05T13:31:13Z,"['central_air', 'community_golf', 'community_outdoor_space', 'community_security_features', 'cul_de_sac', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'vaulted_ceiling', 'golf_course', 'shopping']",4320-Bay-Rum-Ln_Raleigh_NC_27610_M68619-73471,for_sale,2022-03-17T17:55:15Z,,"[{'name': 'eXp Realty, LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/1feb1cc390b20fa71664e5cb852ff957l-m3298463260s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/1feb1cc390b20fa71664e5cb852ff957l-m806885304s-w1024_h768.jpg'}]",,350000,False,6861973471,,,2941246712,,[{'office_name': 'EXP Realty LLC'}],TANC,,,mls,BF45CCA3A8597222FA7E683827BB2BC5,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2005.0,,2009-01-08,155000.0,2.0,,1.0,7405.0,1734.0,3.0,,,2.0,2.0,3.0,single_family,27610,North Carolina,-78.535341,35.728234,Raleigh,NC,4320 Bay Rum Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4320%20Bay%20Rum%20Ln%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=EaZynf2AzHGMfzZqiK5WFAEM19U=,37183,Wake,"[{'listing_id': '2941246712', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/1feb1cc390b20fa71664e5cb852ff957l-m3298463260s-w1024_h768.jpg,,,,,,
72,,2022-03-15T01:21:15Z,"['central_air', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'granite_kitchen', 'open_floor_plan', 'floor_plan']",5305-Kassia-Ln_Raleigh_NC_27616_M60563-74957,for_sale,2022-03-15T01:22:20Z,,"[{'name': 'Offerpad Brokerage Llc', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/9e7dd1f9de60c600e9bcc8e52170dba4l-m432636057s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/9e7dd1f9de60c600e9bcc8e52170dba4l-m468671928s-w1024_h768.jpg'}]",,334900,False,6056374957,,,2941162843,,[{'office_name': 'OfferPad Brokerage LLC'}],TANC,,,mls,5E6B2EE472EF6BFEDFAAA7C8522A969B,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1998.0,,2022-01-24,282000.0,2.0,,1.0,6534.0,1174.0,3.0,,,1.0,2.0,3.0,single_family,27616,North Carolina,-78.553344,35.847606,Raleigh,NC,5305 Kassia Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5305%20Kassia%20Ln%2C%20Raleigh%2C%20NC%2027616&size=640x480&source=outdoor&signature=RLW9QI2G2jk1Q3LdSshVtMpLn1E=,37183,Wake,"[{'listing_id': '2941162843', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/9e7dd1f9de60c600e9bcc8e52170dba4l-m432636057s-w1024_h768.jpg,,,,,,
73,,2022-04-14T14:24:30Z,"['central_air', 'community_outdoor_space', 'fireplace', 'forced_air', 'two_or_more_stories', 'cathedral_ceiling']",1817-Teabrook-Ct_Raleigh_NC_27610_M58068-20165,for_sale,2022-03-11T19:35:56Z,,"[{'name': 'Parrish Realty Company of Zebulon', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/3008752f9122a84aa222c94b909e2960l-m2579649229s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/3008752f9122a84aa222c94b909e2960l-m3229079080s-w1024_h768.jpg'}]",,310000,False,5806820165,,"[{'type': None, 'href': 'https://view.paradym.com/idx/1817-Teabrook-Court-Raleigh-NC-27610/4710293/prt/20'}]",2941095828,,[{'office_name': None}],TANC,,,mls,3D553FE08E872940DA601107FC7D8EEF,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1990.0,,2016-05-24,160000.0,2.0,,1.0,13504.0,1710.0,3.0,,,,2.0,3.0,single_family,27610,North Carolina,-78.551493,35.753596,Raleigh,NC,1817 Teabrook Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1817%20Teabrook%20Ct%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=IQNNVNDxpucRPO5JrJ0vxsk_ZUU=,37183,Wake,"[{'listing_id': '2941095828', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '613264842', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '555699466', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/3008752f9122a84aa222c94b909e2960l-m2579649229s-w1024_h768.jpg,,,,,,
74,,2022-03-14T14:04:14Z,"['community_clubhouse', 'fireplace', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'community_swimming_pool', 'garage_1_or_more', 'modern_kitchen', 'open_kitchen', 'elevator', 'shopping']",10411-Rosegate-Ct-Unit-207_Raleigh_NC_27617_M51647-94436,for_sale,2022-03-11T13:27:08Z,,"[{'name': 'Hunter Rowe Real Estate', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/04e3d9dc7cc837f7554f0013143d65bbl-m3558449249s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/04e3d9dc7cc837f7554f0013143d65bbl-m3727415509s-w1024_h768.jpg'}]",,350000,False,5164794436,,"[{'type': None, 'href': 'https://player.vimeo.com/video/687150252'}]",2941082004,,[{'office_name': 'Hunter Rowe Real Estate'}],TANC,,,mls,F6883AFB06A52AB82462D16B7EA7BD82,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2007.0,,2007-06-29,315000.0,2.0,,,,1694.0,2.0,condo,,1.0,,3.0,condos,27617,North Carolina,-78.793014,35.902392,Raleigh,NC,10411 Rosegate Ct Unit 207,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=10411%20Rosegate%20Ct%20Unit%20207%2C%20Raleigh%2C%20NC%2027617&size=640x480&source=outdoor&signature=o9vd41OEYFQdtIrhlUEf5E1djVo=,37183,Wake,"[{'listing_id': '2941082004', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/04e3d9dc7cc837f7554f0013143d65bbl-m3558449249s-w1024_h768.jpg,,,,,,
75,,2022-03-11T14:49:29Z,"['central_air', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'two_or_more_stories', 'low_hoa', 'exposed_brick', 'hoa', 'shopping']",614-Capital-Blvd-Apt-218_Raleigh_NC_27603_M69153-87826,for_sale,2022-03-10T16:43:16Z,,"[{'name': ""Hodge & Kittrell Sotheby's International Realty"", 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/25a91356ec942edb0837f534f464cbfcl-m1530702555s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/25a91356ec942edb0837f534f464cbfcl-m185829274s-w1024_h768.jpg'}]",,315000,False,6915387826,,"[{'type': None, 'href': 'https://tours.visualproperties.net/138628e5/nb/'}]",2941047061,,[{'office_name': None}],TANC,,,mls,EE16AE2CC8FEC950D56E10C5B265824B,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1890.0,,2015-04-01,203000.0,1.0,,1.0,436.0,837.0,2.0,condo,,,2.0,1.0,condos,27603,North Carolina,-78.641862,35.789472,Raleigh,NC,614 Capital Blvd Apt 218,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=614%20Capital%20Blvd%20Apt%20218%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=lqJBKDBpFvI53XVC_iulY2OHgwY=,37183,Wake,"[{'listing_id': '2941047061', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '598739854', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '568052858', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/25a91356ec942edb0837f534f464cbfcl-m1530702555s-w1024_h768.jpg,,,,,,
76,,2022-03-18T14:58:13Z,"['community_clubhouse', 'community_security_features', 'energy_efficient', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'community_swimming_pool', 'two_or_more_stories', 'master_suite', 'clubhouse', 'tennis', 'shopping']",1120-Renewal-Pl-Unit-102_Raleigh_NC_27603_M53703-95622,for_sale,2022-03-10T14:46:11Z,,"[{'name': 'Fonville Morisey/Lochmere Sales Office', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/03c657ebd139b03919d283d7232f4285l-m1485082431s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/03c657ebd139b03919d283d7232f4285l-m1636096976s-w1024_h768.jpg'}]",,339900,False,5370395622,,,2941042252,,[{'office_name': 'Fonville Morisey/Lochmere Sales Office'}],TANC,,,mls,4E74119D80D6E15A0C8900407C5ECEDE,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2009.0,,2009-09-28,159500.0,2.0,,1.0,871.0,1742.0,3.0,townhouse,,,3.0,3.0,townhomes,27603,North Carolina,-78.652573,35.737512,Raleigh,NC,1120 Renewal Pl Unit 102,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1120%20Renewal%20Pl%20Unit%20102%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=ufSAbNVaArJobxhlKPI6gonAEhQ=,37183,Wake,"[{'listing_id': '2941042252', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/03c657ebd139b03919d283d7232f4285l-m1485082431s-w1024_h768.jpg,,,,,,
77,,2022-04-02T07:13:47Z,"['central_air', 'community_outdoor_space', 'fireplace', 'two_or_more_stories', 'rental_property']",2131-Charny-Dr_Raleigh_NC_27604_M62345-13163,for_sale,2022-03-05T08:16:30Z,,"[{'name': 'Heartland Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/d4d650e684653d32c8b2a783a819f380l-m4102394767s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/d4d650e684653d32c8b2a783a819f380l-m297162095s-w1024_h768.jpg'}]",,334900,False,6234513163,,"[{'type': None, 'href': 'https://www.propertypanorama.com/instaview/ncrmls/100314066'}]",2940650844,,"[{'office_name': None}, {'office_name': None}]",GENC,,,mls,4E4268DF0D97E0A52020C4F92E2A4443,,,,,True,,False,,,True,False,False,co_broke,"['core.agent', 'co_broke']",basic_opt_in,1997.0,,1998-04-01,136500.0,2.0,,1.0,6098.0,1813.0,3.0,,,,2.0,3.0,single_family,27604,North Carolina,-78.56693,35.80933,Raleigh,NC,2131 Charny Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2131%20Charny%20Dr%2C%20Raleigh%2C%20NC%2027604&size=640x480&source=outdoor&signature=q-3RvJ24Vo0TY63-EbQYOuLqVcU=,37183,Wake,"[{'listing_id': '2940650844', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2940980716', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/d4d650e684653d32c8b2a783a819f380l-m4102394767s-w1024_h768.jpg,,,,,,
78,,2022-03-28T14:52:00Z,"['city_view', 'community_outdoor_space', 'view']",327-Martin-Luther-King-Jr-Blvd_Raleigh_NC_27601_M65320-83331,for_sale,2022-03-02T18:16:24Z,,"[{'name': 'Homewood Realty, Llc', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/e3d8d78f9ccffd50d3917b2ef097f8cel-m4290544030s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/e3d8d78f9ccffd50d3917b2ef097f8cel-m3511602075s-w1024_h768.jpg'}]",,350000,False,6532083331,,,2940794078,45000.0,[{'office_name': None}],TANC,,,mls,F02E9F7F995CC7376414A61DE53B09E2,,,,True,,,False,,,True,False,False,co_broke,,,,,2014-11-13,45000.0,,,,6098.0,,0.0,,,,,,land,27601,North Carolina,-78.633953,35.769562,Raleigh,NC,327 Martin Luther King Jr Blvd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=327%20Martin%20Luther%20King%20Jr%20Blvd%2C%20Raleigh%2C%20NC%2027601&size=640x480&source=outdoor&signature=_01pcca7XLj3fbyO0Q8bvMFEf6k=,37183,Wake,"[{'listing_id': '2940794078', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '649928150', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/e3d8d78f9ccffd50d3917b2ef097f8cel-m4290544030s-w1024_h768.jpg,,,,,,
79,,2022-02-28T20:33:49Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'master_bedroom', 'shopping']",6503-New-Market-Way_Raleigh_NC_27615_M64077-93498,for_sale,2022-02-28T20:38:54Z,,"[{'name': 'Mark Spain Real Estate', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/5e8ffb02e75ff1c2ab7ce57228a855e4l-m3468000171s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/5e8ffb02e75ff1c2ab7ce57228a855e4l-m2614043368s-w1024_h768.jpg'}]",,335000,False,6407793498,,,2940717616,,[{'office_name': 'Mark Spain Real Estate'}],TANC,,,mls,C11E85794D6088302A068C9BF028D7FC,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1969.0,,2022-01-28,298000.0,2.0,,1.0,,2112.0,3.0,townhouse,,,2.0,3.0,townhomes,27615,North Carolina,-78.619059,35.870777,Raleigh,NC,6503 New Market Way,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6503%20New%20Market%20Way%2C%20Raleigh%2C%20NC%2027615&size=640x480&source=outdoor&signature=FIvLRFdEzY7CuVK-J72UDvY5L-Q=,37183,Wake,"[{'listing_id': '2940717616', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/5e8ffb02e75ff1c2ab7ce57228a855e4l-m3468000171s-w1024_h768.jpg,,,,,,
80,,2022-03-16T17:00:20Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'disability_features', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'updated_kitchen', 'kitchen_island', 'cathedral_ceiling', 'master_suite', 'front_porch', 'rental_property', 'new_roof', 'fixer_upper']",3115-Sedgefield-Pines-Ln_Raleigh_NC_27604_M57562-67950,for_sale,2022-02-25T13:31:03Z,,"[{'name': 'Sentry Residential LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/b6a6ecdd64ca6c7cf076fc6c6fdc31d5l-m4047467458s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/b6a6ecdd64ca6c7cf076fc6c6fdc31d5l-m3406794885s-w1024_h768.jpg'}]",,350000,False,5756267950,,,2940624183,,[{'office_name': None}],TANC,,,mls,819850E6650E922406498EA86F4B2FA7,,,,,,,False,,True,True,False,False,co_broke,"['core.broker', 'co_broke']",essentials,2000.0,,2019-08-29,228000.0,2.0,,1.0,6970.0,1685.0,3.0,,,1.0,2.0,3.0,single_family,27604,North Carolina,-78.583595,35.821609,Raleigh,NC,3115 Sedgefield Pines Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3115%20Sedgefield%20Pines%20Ln%2C%20Raleigh%2C%20NC%2027604&size=640x480&source=outdoor&signature=q958oAcAPLpptR6rFNT2-v8qQKw=,37183,Wake,"[{'listing_id': '2940624183', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/b6a6ecdd64ca6c7cf076fc6c6fdc31d5l-m4047467458s-w1024_h768.jpg,,,,,,
81,,2022-03-24T20:05:39Z,"['corner_lot', 'big_lot']",6405-Brandywine-Rd_Raleigh_NC_27607_M96821-42726,for_sale,2022-02-25T04:04:56Z,,"[{'name': 'Re/Max Advantage', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/c8a53efd18e30fe1b091ccab53f60d94l-m846483671s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/c8a53efd18e30fe1b091ccab53f60d94l-m3121512408s-w1024_h768.jpg'}]",,350000,False,9682142726,,,2940617210,,"[{'office_name': None}, {'office_name': None}]",TANC,,,mls,7088D81640AF18ECB9E5E20E17BAEB9C,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,2018-01-19,130000.0,,,,65340.0,,0.0,,,,,,land,27607,North Carolina,-78.748837,35.803203,Raleigh,NC,6405 Brandywine Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6405%20Brandywine%20Rd%2C%20Raleigh%2C%20NC%2027607&size=640x480&source=outdoor&signature=Xdwj8PTgG3_aLFN0PRGdUsLqczs=,37183,Wake,"[{'listing_id': '2940617210', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/c8a53efd18e30fe1b091ccab53f60d94l-m846483671s-w1024_h768.jpg,,,,,,
82,,2022-04-14T11:44:02Z,"['central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'single_story', 'fenced_yard', 'farm', 'ranch']",1009-Plateau-Ln_Raleigh_NC_27615_M56454-66857,for_sale,2022-02-24T21:02:31Z,,"[{'name': 'CB Advantage-(Creedmoor Office)', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/99da94e48e75a4dba2ce17bf659ece5fl-m3995510861s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/99da94e48e75a4dba2ce17bf659ece5fl-m1192847770s-w1024_h768.jpg'}]",,324900,False,5645466857,,,2940595223,,[{'office_name': None}],TANC,,,mls,C99ABC31EDBF1DFDD28ED5A7EA04C63E,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1973.0,,2006-07-06,143000.0,2.0,,,12632.0,1541.0,2.0,,,,1.0,3.0,single_family,27615,North Carolina,-78.624122,35.887891,Raleigh,NC,1009 Plateau Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1009%20Plateau%20Ln%2C%20Raleigh%2C%20NC%2027615&size=640x480&source=outdoor&signature=YwGh9oiOzORWeft72vQNhrUApH4=,37183,Wake,"[{'listing_id': '2940595223', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/99da94e48e75a4dba2ce17bf659ece5fl-m3995510861s-w1024_h768.jpg,,,,,,
83,,2022-04-14T12:15:00Z,"['central_air', 'community_outdoor_space', 'family_room', 'forced_air', 'laundry_room', 'single_story', 'fenced_yard', 'open_floor_plan', 'floor_plan', 'farm', 'ranch', 'new_roof']",3213-Burntwood-Cir_Raleigh_NC_27610_M54242-78967,for_sale,2022-02-11T15:17:56Z,,"[{'name': 'Redfin Corporation', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/12838a76d76d80bcafb3e601c963ef05l-m2975467632s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/12838a76d76d80bcafb3e601c963ef05l-m1822572602s-w1024_h768.jpg'}]",,340000,True,5424278967,,,2940093763,10000.0,[{'office_name': None}],TANC,,,mls,348295C8648CC4CDAE2BB15A89F27300,,,,True,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1980.0,,2021-08-26,147000.0,2.0,,,8276.0,1327.0,2.0,,,,1.0,3.0,single_family,27610,North Carolina,-78.61668,35.738376,Raleigh,NC,3213 Burntwood Cir,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3213%20Burntwood%20Cir%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=mKul9ZMPgdHJX-3DxSVZk-lOgRI=,37183,Wake,"[{'listing_id': '2940093763', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/12838a76d76d80bcafb3e601c963ef05l-m2975467632s-w1024_h768.jpg,,,,,,
84,,2022-01-31T07:16:12Z,"['central_air', 'community_outdoor_space', 'fireplace', 'hardwood_floors', 'single_story', 'fenced_yard', 'no_hoa', 'screen_porch', 'front_porch', 'big_lot']",2025-Queen-Charlotte-Pl_Raleigh_NC_27610_M62150-24970,for_sale,2022-01-28T08:22:37Z,,"[{'name': 'HTR Southern Properties', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/38a805ab5e165d49b8df8ad2e6f3e4ccl-m1097771320s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/38a805ab5e165d49b8df8ad2e6f3e4ccl-m4103712171s-w1024_h768.jpg'}]",,314500,False,6215024970,,,2939554118,,"[{'office_name': None}, {'office_name': None}]",NCNC,,,mls,94E4848DA5DD8E0ECEEA1BE1E3F6FF4F,,,,,True,,False,,,True,False,False,co_broke,['co_broke'],basic_opt_in,1986.0,,2022-03-11,346000.0,2.0,,1.0,30056.0,1482.0,3.0,,,,1.0,3.0,single_family,27610,North Carolina,-78.458065,35.725769,Raleigh,NC,2025 Queen Charlotte Pl,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2025%20Queen%20Charlotte%20Pl%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=v9liRMHNij-qzhiocm12AJiUuWA=,37183,Wake,"[{'listing_id': '2939554118', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2939555612', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2924968342', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '604473950', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '601269218', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/38a805ab5e165d49b8df8ad2e6f3e4ccl-m1097771320s-w1024_h768.jpg,,,,,,
85,,2022-01-21T23:03:17Z,,5723-Waycross-St_Raleigh_NC_27606_M53235-89539,for_sale,2022-01-21T23:06:44Z,,"[{'name': 'Howard Perry and Walston', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/db8acee6278c0eff18af2f7bd1a7b16dl-m570541109s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/db8acee6278c0eff18af2f7bd1a7b16dl-m1507439784s-w1024_h768.jpg'}]",,350000,False,5323589539,,,2939329800,,[{'office_name': 'Howard Perry & Walston Realtor'}],TANC,,,mls,20043758EBA1456C4BEB936BB6BCE07B,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,,,,,,15682.0,,0.0,,,,,,land,27606,North Carolina,-78.728816,35.783809,Raleigh,NC,5723 Waycross St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5723%20Waycross%20St%2C%20Raleigh%2C%20NC%2027606&size=640x480&source=outdoor&signature=NImqEHyVstMG49Zn21-3kdjwuP4=,37183,Wake,"[{'listing_id': '2939329800', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/db8acee6278c0eff18af2f7bd1a7b16dl-m570541109s-w1024_h768.jpg,,,,,,
86,,2022-04-14T22:33:43Z,"['central_air', 'fireplace', 'forced_air', 'recreation_facilities', 'community_swimming_pool', 'basement', 'two_or_more_stories']",7271-Sandy-Creek-Dr_Raleigh_NC_27615_M64369-88197,for_sale,2022-01-14T22:49:01Z,,"[{'name': 'Opendoor Homes Llc', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/390ca7f4eb70d4b9bb72b29a276a9495l-m3700549047s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/390ca7f4eb70d4b9bb72b29a276a9495l-m1371592233s-w1024_h768.jpg'}]",,325000,False,6436988197,,,2939028514,2000.0,[{'office_name': 'Opendoor Brokerage LLC'}],TANC,,,mls,05665106EEF6A59FEC64C127BD211E61,,,,True,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1979.0,,2021-12-20,266000.0,3.0,,1.0,,2116.0,4.0,condo,,,3.0,4.0,condos,27615,North Carolina,-78.643777,35.880365,Raleigh,NC,7271 Sandy Creek Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=7271%20Sandy%20Creek%20Dr%2C%20Raleigh%2C%20NC%2027615&size=640x480&source=outdoor&signature=hVy4UKx4Oy7k5HrBFRnPrwND2s4=,37183,Wake,"[{'listing_id': '2939028514', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/390ca7f4eb70d4b9bb72b29a276a9495l-m3700549047s-w1024_h768.jpg,,,,,,
