,last_update_date,tags,permalink,status,list_date,open_houses,branding,photos,coming_soon_date,list_price,matterport,property_id,community,virtual_tours,listing_id,price_reduced_amount,primary_photo.href,source.agents,source.id,source.plan_id,source.spec_id,source.type,tax_record.public_record_id,flags.is_new_construction,flags.is_subdivision,flags.is_plan,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_new_listing,flags.is_coming_soon,flags.is_contingent,lead_attributes.show_contact_an_agent,lead_attributes.opcity_lead_attributes.flip_the_market_enabled,lead_attributes.opcity_lead_attributes.cashback_enabled,lead_attributes.lead_type,products.products,products.brand_name,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line,location.street_view_url,location.county.fips_code,location.county.name,other_listings.rdc,tax_record,community.advertisers,community.property_id,community.description.name,location.address.coordinate,primary_photo,other_listings
10,2022-05-05T19:24:51Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'fenced_yard', 'front_porch', 'park', 'playground', 'trails']",10928-Connally-Ln_Raleigh_NC_27614_M55767-36200,for_sale,2022-05-05T19:25:40Z,,"[{'name': 'Clickit Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/a41c6e445398f4a3fe5de3f4043ba249l-m3235582637s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/a41c6e445398f4a3fe5de3f4043ba249l-m3704593932s-w1024_h768.jpg'}]",,372500,False,5576736200,,,2942779426,,https://ap.rdcpix.com/a41c6e445398f4a3fe5de3f4043ba249l-m3235582637s-w1024_h768.jpg,[{'office_name': 'Clickit Realty'}],TANC,,,mls,CCB15E0D4DEAEEF758519BB0455A296A,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2002.0,,2020-04-24,240500.0,2.0,,1.0,3485.0,1340.0,3.0,,,,2.0,3.0,single_family,27614,North Carolina,-78.565118,35.919836,Raleigh,NC,10928 Connally Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=10928%20Connally%20Ln%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=knSUGYBe-oHeeKF-bcwYp5y4mb0=,37183,Wake,"[{'listing_id': '2942779426', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2913599363', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2912577893', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '640979642', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '600817266', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '583312898', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '564324746', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '550460386', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '541803110', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
11,2022-05-06T01:05:58Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'disability_features', 'fireplace', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",6200-River-Landings-Dr_Raleigh_NC_27604_M55002-96415,for_sale,2022-05-05T17:31:41Z,"[{'start_date': '2022-05-07T12:00:00', 'methods': ['in_person'], 'description': None, 'end_date': '2022-05-07T14:00:00', 'dst': True, 'time_zone': 'EST'}, {'start_date': '2022-05-08T12:00:00', 'methods': ['in_person'], 'description': None, 'end_date': '2022-05-08T14:00:00', 'dst': True, 'time_zone': 'EST'}]","[{'name': 'Re/Max Advantage', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/189ae2c969acb028ba0bb5283b74c443l-m913072378s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/189ae2c969acb028ba0bb5283b74c443l-m3351097049s-w1024_h768.jpg'}]",,400000,False,5500296415,,,2942772770,,https://ap.rdcpix.com/189ae2c969acb028ba0bb5283b74c443l-m913072378s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,CDC7060033B33C7C01C076164FF28FB4,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1995.0,,2017-08-31,196000.0,2.0,,1.0,11761.0,1768.0,3.0,,,2.0,2.0,4.0,single_family,27604,North Carolina,-78.533876,35.845063,Raleigh,NC,6200 River Landings Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6200%20River%20Landings%20Dr%2C%20Raleigh%2C%20NC%2027604&size=640x480&source=outdoor&signature=wrVb9DjlRwYM8q5Ftu88SU8J2CU=,37183,Wake,"[{'listing_id': '2942772770', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '628116498', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
12,2022-05-05T16:45:21Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories']",562-Weathergreen-Dr_Raleigh_NC_27615_M51018-48958,for_sale,2022-05-05T16:48:43Z,,"[{'name': 'That House Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/dbf093f26d99879ffc27a05e2cec956cl-m1294435764s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/dbf093f26d99879ffc27a05e2cec956cl-m3252698664s-w1024_h768.jpg'}]",,389000,False,5101848958,,,2942770516,,https://ap.rdcpix.com/dbf093f26d99879ffc27a05e2cec956cl-m1294435764s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,1C0C45D6FC2E4F7A763A9C2B17985FE5,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1984.0,,2020-01-08,256000.0,2.0,,1.0,2178.0,2234.0,3.0,townhouse,,,3.0,4.0,townhomes,27615,North Carolina,-78.632355,35.889265,Raleigh,NC,562 Weathergreen Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=562%20Weathergreen%20Dr%2C%20Raleigh%2C%20NC%2027615&size=640x480&source=outdoor&signature=1gjJgYYy8pvpo8l3FPl5GLoYwvU=,37183,Wake,"[{'listing_id': '2942770516', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '647888182', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
13,2022-05-06T19:31:42Z,"['central_air', 'city_view', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'den_or_office', 'disability_features', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'gourmet_kitchen', 'open_floor_plan', 'floor_plan', 'tennis']",2814-Casona-Way_Raleigh_NC_27616_M68709-31635,for_sale,2022-05-05T14:31:11Z,"[{'start_date': '2022-05-07T14:00:00', 'methods': ['in_person'], 'description': None, 'end_date': '2022-05-07T16:00:00', 'dst': True, 'time_zone': 'EST'}]","[{'name': 'Howard Perry and Walston', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/16c7da40379caba5adea3e35e27bb154l-m435286726s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/16c7da40379caba5adea3e35e27bb154l-m115821959s-w1024_h768.jpg'}]",,399900,False,6870931635,,,2942763518,,https://ap.rdcpix.com/16c7da40379caba5adea3e35e27bb154l-m435286726s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,EC49C909A2986C92A760225BD2AD860A,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2007.0,,2007-10-24,258000.0,2.0,,1.0,3485.0,2201.0,3.0,townhouse,,2.0,2.0,3.0,townhomes,27616,North Carolina,-78.511445,35.896435,Raleigh,NC,2814 Casona Way,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2814%20Casona%20Way%2C%20Raleigh%2C%20NC%2027616&size=640x480&source=outdoor&signature=JfRHEjgT3gc6oKIeCXQG8EKi_pQ=,37183,Wake,"[{'listing_id': '2942763518', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
14,2022-05-05T14:07:04Z,"['community_outdoor_space', 'community_security_features', 'den_or_office', 'family_room', 'forced_air', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",4211-Offshore-Dr_Raleigh_NC_27610_M68204-09166,for_sale,2022-05-05T14:12:19Z,,"[{'name': 'Rachel Kendall Team', 'photo': 'https://ap.rdcpix.com/167238158/e9005ef6399857403249946d4e6d14d3o-c0s.jpg', 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/8ff334acc9efeccaed5e9d908ee25f10l-m3404183884s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/8ff334acc9efeccaed5e9d908ee25f10l-m2715394207s-w1024_h768.jpg'}]",,374900,False,6820409166,,,2942762818,,https://ap.rdcpix.com/8ff334acc9efeccaed5e9d908ee25f10l-m3404183884s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,F0F7D82DA25042A66DC9239D4E181D3A,,,,,,,True,,,True,False,False,advantage_pro,"['core.agent', 'core.broker', 'listing_owner_lead.broker', 'listing_owner_brand.broker']",advantage_pro,2010.0,,2011-02-28,155000.0,3.0,,,7405.0,2014.0,3.0,,,2.0,2.0,4.0,single_family,27610,North Carolina,-78.539168,35.722179,Raleigh,NC,4211 Offshore Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4211%20Offshore%20Dr%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=3zLmeYahMX5VbCBpkapKF6AmVNk=,37183,Wake,"[{'listing_id': '2942762818', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
15,2022-05-05T13:04:40Z,"['carport', 'central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'single_story']",6200-Vicky-Dr_Raleigh_NC_27603_M69774-76218,for_sale,2022-05-05T13:09:35Z,"[{'start_date': '2022-05-08T13:00:00', 'methods': ['in_person'], 'description': None, 'end_date': '2022-05-08T16:00:00', 'dst': True, 'time_zone': 'EST'}]","[{'name': 'Grow Local Realty LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/ed60251d176eea4a8badf5ad95d960cbl-m2660000906s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/ed60251d176eea4a8badf5ad95d960cbl-m4100727070s-w1024_h768.jpg'}]",,359900,False,6977476218,,,2942760465,,https://ap.rdcpix.com/ed60251d176eea4a8badf5ad95d960cbl-m2660000906s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,B3ABAB34F2AE9EF0ED918125E87FA0E8,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1983.0,,2021-12-20,180000.0,2.0,,,20909.0,1412.0,2.0,,,,1.0,3.0,single_family,27603,North Carolina,-78.670194,35.691167,Raleigh,NC,6200 Vicky Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6200%20Vicky%20Dr%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=8n6ndL3wtxvSsRHBLxCTN5710sI=,37183,Wake,"[{'listing_id': '2942760465', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
16,2022-05-05T10:36:24Z,"['central_air', 'community_clubhouse', 'recreation_facilities', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more']",6444-Perry-Creek-Rd_Raleigh_NC_27616_M92299-51965,for_sale,2022-05-05T10:39:00Z,,"[{'name': 'Influence Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/c18fc82546722674ab4e280c907c6c6al-m4122176925s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/c18fc82546722674ab4e280c907c6c6al-m557777502s-w1024_h768.jpg'}]",,400000,False,9229951965,,,2942757426,,https://ap.rdcpix.com/c18fc82546722674ab4e280c907c6c6al-m4122176925s-w1024_h768.jpg,[{'office_name': 'Influence Realty'}],TANC,,,mls,4786C56B1D46D87364DA347460076E0E,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2018.0,,2018-08-10,224000.0,3.0,,1.0,1307.0,1708.0,4.0,townhouse,,1.0,3.0,3.0,townhomes,27616,North Carolina,-78.534666,35.859978,Raleigh,NC,6444 Perry Creek Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6444%20Perry%20Creek%20Rd%2C%20Raleigh%2C%20NC%2027616&size=640x480&source=outdoor&signature=LT98j2Ni4qDi12gxnD0ZU8BgVAk=,37183,Wake,"[{'listing_id': '2942757426', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
17,2022-05-05T05:13:14Z,"['central_air', 'community_clubhouse', 'community_outdoor_space', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'private_backyard', 'ensuite']",4604-Kings-Garden-Rd_Raleigh_NC_27612_M67890-79178,for_sale,2022-05-05T05:15:39Z,,"[{'name': 'Jobe Realty Group', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/44b065cd8ecc1ae6b1e194d47030d02el-m187369521s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/44b065cd8ecc1ae6b1e194d47030d02el-m1645211966s-w1024_h768.jpg'}]",,395000,False,6789079178,,,2942754197,,https://ap.rdcpix.com/44b065cd8ecc1ae6b1e194d47030d02el-m187369521s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,5489B60BB03F8B1157A0ABC0F15A993E,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'co_broke']",basic_opt_in,2007.0,,2007-10-31,188000.0,2.0,,1.0,1742.0,1629.0,3.0,townhouse,,1.0,2.0,3.0,townhomes,27612,North Carolina,-78.718903,35.861422,Raleigh,NC,4604 Kings Garden Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4604%20Kings%20Garden%20Rd%2C%20Raleigh%2C%20NC%2027612&size=640x480&source=outdoor&signature=q8dv_ey7l6nmFM28GPYLBxMhskE=,37183,Wake,"[{'listing_id': '2942754197', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '610366114', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
18,2022-05-04T20:03:45Z,"['central_air', 'community_security_features', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more']",2436-Appalachian-Dr_Raleigh_NC_27603_M56622-65054,for_sale,2022-05-04T16:39:42Z,,"[{'name': 'Cottages N Castles Realty Llc', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/29c8e7fc138c381f9e5845d69cba2c17l-m2984495061s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/29c8e7fc138c381f9e5845d69cba2c17l-m663910304s-w1024_h768.jpg'}]",,379000,False,5662265054,,,2942726790,,https://ap.rdcpix.com/29c8e7fc138c381f9e5845d69cba2c17l-m2984495061s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,2029899B8A611F7CC689165660C18552,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1996.0,,2018-10-25,227500.0,2.0,,,6534.0,1276.0,2.0,,,1.0,1.0,3.0,single_family,27603,North Carolina,-78.683369,35.747549,Raleigh,NC,2436 Appalachian Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2436%20Appalachian%20Dr%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=9pO1owmghoORB6EnxApUneGtlJY=,37183,Wake,"[{'listing_id': '2942726790', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '647231550', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
19,2022-05-05T03:26:44Z,"['community_outdoor_space', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'modern_kitchen', 'open_kitchen', 'ensuite', 'shopping']",8214-Clasara-Cir_Raleigh_NC_27613_M51624-72942,for_sale,2022-05-04T15:52:15Z,,"[{'name': 'RE/MAX United', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/544adb1c719ffe0aabe38bb781fb1d52l-m3671016623s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/544adb1c719ffe0aabe38bb781fb1d52l-m2595272939s-w1024_h768.jpg'}]",,360000,False,5162472942,,,2942724712,,https://ap.rdcpix.com/544adb1c719ffe0aabe38bb781fb1d52l-m3671016623s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,9913C3991710BDD26850C723883903DE,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2005.0,,2014-07-24,156500.0,2.0,,1.0,1307.0,1384.0,3.0,townhouse,,,2.0,3.0,townhomes,27613,North Carolina,-78.732198,35.889061,Raleigh,NC,8214 Clasara Cir,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8214%20Clasara%20Cir%2C%20Raleigh%2C%20NC%2027613&size=640x480&source=outdoor&signature=IkA6y-iCWpK0Fo8AqN4wIemgnWk=,37183,Wake,"[{'listing_id': '2942724712', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '588728278', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
20,2022-05-04T15:44:22Z,"['central_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",7264-Great-Laurel-Dr_Raleigh_NC_27616_M51396-45183,for_sale,2022-05-04T15:52:15Z,,"[{'name': 'Better Homes and Gardens Real Estate Paracle', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/8f1bd1c93481552538f2010f609d6f49l-m2257697057s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/8f1bd1c93481552538f2010f609d6f49l-m2899612141s-w1024_h768.jpg'}]",,387900,False,5139645183,,,2942724620,,https://ap.rdcpix.com/8f1bd1c93481552538f2010f609d6f49l-m2257697057s-w1024_h768.jpg,[{'office_name': 'Better Homes & Gardens Real Estate Paracle'}],TANC,,,mls,78CB855D116576B422C59FD48B7E13ED,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2003.0,,2003-12-29,157500.0,2.0,,1.0,6098.0,2385.0,3.0,,,2.0,2.0,5.0,single_family,27616,North Carolina,-78.515751,35.888665,Raleigh,NC,7264 Great Laurel Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=7264%20Great%20Laurel%20Dr%2C%20Raleigh%2C%20NC%2027616&size=640x480&source=outdoor&signature=FmgoGhjQMwOe9kB1mPJoO_LyVBI=,37183,Wake,"[{'listing_id': '2942724620', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
21,2022-05-04T15:21:42Z,"['carport', 'central_air', 'forced_air', 'hardwood_floors', 'single_story']",1138-Brighton-Rd_Raleigh_NC_27610_M57456-24596,for_sale,2022-05-04T15:31:35Z,,"[{'name': 'DeRonja Real Estate', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/1ebe8293540fa6a258e43a5507961a6el-m1625542168s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/1ebe8293540fa6a258e43a5507961a6el-m477641502s-w1024_h768.jpg'}]",,375000,False,5745624596,,,2942723886,,https://ap.rdcpix.com/1ebe8293540fa6a258e43a5507961a6el-m1625542168s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,5E8023A12C4D703021F53DAE10CC6121,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1953.0,,2021-10-18,175000.0,1.0,,,11326.0,1078.0,1.0,,,,1.0,2.0,single_family,27610,North Carolina,-78.608084,35.796225,Raleigh,NC,1138 Brighton Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1138%20Brighton%20Rd%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=sYVgaRYXDQ393FyBWG4th9gvlrs=,37183,Wake,"[{'listing_id': '2942723886', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
22,2022-05-04T16:42:55Z,"['central_air', 'community_outdoor_space', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'granite_kitchen', 'fenced_yard', 'master_bedroom', 'floor_plan', 'screen_porch', 'front_porch', 'wrap_around_porch']",7021-San-Juan-Hill-Ct_Raleigh_NC_27610_M58724-18893,for_sale,2022-05-04T11:32:37Z,,"[{'name': 'Re/Max Advantage', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/2201da37a2300ea4652f02e6c71c5509l-m1584343136s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/2201da37a2300ea4652f02e6c71c5509l-m660900429s-w1024_h768.jpg'}]",,360000,False,5872418893,,,2942717302,,https://ap.rdcpix.com/2201da37a2300ea4652f02e6c71c5509l-m1584343136s-w1024_h768.jpg,[{'office_name': 'RE/MAX Advantage'}],TANC,,,mls,F972633611593F58552FF5F1206E4787,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2000.0,,2017-07-12,195000.0,3.0,,,12632.0,1781.0,3.0,,,,2.0,4.0,single_family,27610,North Carolina,-78.532909,35.729125,Raleigh,NC,7021 San Juan Hill Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=7021%20San%20Juan%20Hill%20Ct%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=NgCfUuOIrntf_bwB4VRSN0Iv_ys=,37183,Wake,"[{'listing_id': '2942717302', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '626346250', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '621551134', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
23,2022-05-05T18:06:35Z,"['fireplace', 'forced_air', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more']",2523-Asher-View-Ct_Raleigh_NC_27606_M68240-22220,for_sale,2022-05-03T22:59:13Z,,"[{'name': 'HHome Realty LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/282391ff2c5a29eef700b36be1d07eb5l-m2403107189s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/282391ff2c5a29eef700b36be1d07eb5l-m2011081755s-w1024_h768.jpg'}]",,399900,False,6824022220,,"[{'type': None, 'href': 'https://player.vimeo.com/video/706306306?h=c8b9a0d577'}]",2942703818,,https://ap.rdcpix.com/282391ff2c5a29eef700b36be1d07eb5l-m2403107189s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,E8E52117B5758F612AF3B96D95BCD3FB,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'co_broke']",basic_opt_in,2008.0,,2013-08-16,183000.0,2.0,,1.0,2178.0,1810.0,3.0,townhouse,,1.0,2.0,3.0,townhomes,27606,North Carolina,-78.731735,35.747315,Raleigh,NC,2523 Asher View Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2523%20Asher%20View%20Ct%2C%20Raleigh%2C%20NC%2027606&size=640x480&source=outdoor&signature=lHar1d-NNfzQUd_PgaZ_bqc59rU=,37183,Wake,"[{'listing_id': '2942703818', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '566337262', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
24,2022-05-04T20:54:14Z,"['carport', 'central_air', 'community_outdoor_space', 'corner_lot', 'den_or_office', 'family_room', 'fireplace', 'laundry_room', 'single_story']",6300-Arnold-Rd_Raleigh_NC_27607_M52277-13899,for_sale,2022-05-03T13:02:13Z,,"[{'name': 'Redfin Corporation', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/42e20ee8ba91df7dbf6cbf20b6c146e8l-m1753840819s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/42e20ee8ba91df7dbf6cbf20b6c146e8l-m3648444883s-w1024_h768.jpg'}]",,395000,False,5227713899,,,2942681041,,https://ap.rdcpix.com/42e20ee8ba91df7dbf6cbf20b6c146e8l-m1753840819s-w1024_h768.jpg,[{'office_name': 'Redfin Corporation'}],TANC,,,mls,12B824E18F3AC6899480CB3BC6736413,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1965.0,,,,2.0,,,28750.0,1563.0,2.0,,,,1.0,3.0,single_family,27607,North Carolina,-78.747589,35.804959,Raleigh,NC,6300 Arnold Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6300%20Arnold%20Rd%2C%20Raleigh%2C%20NC%2027607&size=640x480&source=outdoor&signature=dsNASZSv6d9ADLgmXM44i5v46IQ=,37183,Wake,"[{'listing_id': '2942681041', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
25,2022-05-07T00:04:32Z,"['community_outdoor_space', 'cul_de_sac', 'family_room', 'fireplace', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",2605-Dality-Dr_Raleigh_NC_27604_M59079-13740,for_sale,2022-05-03T11:51:38Z,,"[{'name': 'Aw Realty Group', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/5d9728190722dd096857c89556063ed7l-m895834061s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/5d9728190722dd096857c89556063ed7l-m709963865s-w1024_h768.jpg'}]",,395000,False,5907913740,,,2942680018,,https://ap.rdcpix.com/5d9728190722dd096857c89556063ed7l-m895834061s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,9A117A06513AF1F8E2474D1CCA3FAE98,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'co_broke']",basic_opt_in,2002.0,,2021-04-19,297000.0,2.0,,1.0,5663.0,2272.0,3.0,,,2.0,2.0,4.0,single_family,27604,North Carolina,-78.573169,35.81467,Raleigh,NC,2605 Dality Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2605%20Dality%20Dr%2C%20Raleigh%2C%20NC%2027604&size=640x480&source=outdoor&signature=1f10cADo4GHu89f7iO-i_-Hzufw=,37183,Wake,"[{'listing_id': '2942680018', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2926454549', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
