,primary_photo,last_update_date,tags,permalink,status,list_date,open_houses,branding,photos,coming_soon_date,list_price,matterport,property_id,community,virtual_tours,listing_id,price_reduced_amount,source.agents,source.id,source.plan_id,source.spec_id,source.type,tax_record.public_record_id,flags.is_new_construction,flags.is_subdivision,flags.is_plan,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_new_listing,flags.is_coming_soon,flags.is_contingent,lead_attributes.show_contact_an_agent,lead_attributes.opcity_lead_attributes.flip_the_market_enabled,lead_attributes.opcity_lead_attributes.cashback_enabled,lead_attributes.lead_type,products.products,products.brand_name,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line,location.street_view_url,location.county.fips_code,location.county.name,other_listings.rdc,primary_photo.href,tax_record,community.advertisers,community.property_id,community.description.name,location.address.coordinate,other_listings
10,,2022-05-05T17:32:03Z,"['central_air', 'community_outdoor_space', 'cul_de_sac', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more']",7520-Drayton-Ct_Raleigh_NC_27615_M68202-80249,for_sale,2022-05-05T16:55:00Z,,"[{'name': 'Nest Realty of the Triangle', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/e57c970936134e2c8faf9db448fd253fl-m3081761630s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/e57c970936134e2c8faf9db448fd253fl-m2424243335s-w1024_h768.jpg'}]",,450000,False,6820280249,,,2942770792,,[{'office_name': 'Nest Realty'}],TANC,,,mls,52B187194FD8BEB21E80DC85CAA4B00A,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1987.0,,2012-01-12,189000.0,2.0,,1.0,13068.0,1619.0,3.0,,,1.0,2.0,3.0,single_family,27615,North Carolina,-78.622689,35.8887,Raleigh,NC,7520 Drayton Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=7520%20Drayton%20Ct%2C%20Raleigh%2C%20NC%2027615&size=640x480&source=outdoor&signature=-zr-67wE3obIEjgFCBVtbswuDOQ=,37183,Wake,"[{'listing_id': '2942770792', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '543239870', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/e57c970936134e2c8faf9db448fd253fl-m3081761630s-w1024_h768.jpg,,,,,,
11,,2022-05-05T16:37:10Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'recreation_facilities', 'single_story', 'updated_kitchen', 'fenced_yard', 'vaulted_ceiling', 'shopping']",8012-Thomasville-Ct_Raleigh_NC_27612_M67776-56051,for_sale,2022-05-05T16:35:51Z,,"[{'name': 'Triangle Home Team Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/d983cd9f396f245d5ef178c0a9786491l-m3003275729s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/d983cd9f396f245d5ef178c0a9786491l-m4155794816s-w1024_h768.jpg'}]",,415000,False,6777656051,,,2942769982,,[{'office_name': None}],TANC,,,mls,3C24F42D7F109E4E7F1F428C9736C348,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1999.0,,2019-04-15,251000.0,2.0,,,10019.0,1349.0,2.0,,,,1.0,3.0,single_family,27612,North Carolina,-78.727832,35.867185,Raleigh,NC,8012 Thomasville Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8012%20Thomasville%20Ct%2C%20Raleigh%2C%20NC%2027612&size=640x480&source=outdoor&signature=wQ9Zej05R2jbeG3Mi6P6_PMeVyU=,37183,Wake,"[{'listing_id': '2942769982', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '649453330', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '531863074', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/d983cd9f396f245d5ef178c0a9786491l-m3003275729s-w1024_h768.jpg,,,,,,
12,,2022-05-05T15:56:18Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'two_or_more_stories', 'fenced_yard', 'master_bedroom', 'medicalcare', 'shopping']",4413-Timberhurst-Dr_Raleigh_NC_27612_M64806-56119,for_sale,2022-05-05T16:03:03Z,,"[{'name': 'Mark Spain Real Estate', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/605b8d25c3de6b96f9ad8d648d722393l-m2892551200s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/605b8d25c3de6b96f9ad8d648d722393l-m3721858419s-w1024_h768.jpg'}]",,430000,False,6480656119,,,2942768253,,[{'office_name': None}],TANC,,,mls,C21D7C40D5716C174EBBCDA9273B3D38,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1991.0,,2022-04-22,406500.0,2.0,,,6534.0,1235.0,2.0,,,,2.0,3.0,single_family,27612,North Carolina,-78.712355,35.837618,Raleigh,NC,4413 Timberhurst Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4413%20Timberhurst%20Dr%2C%20Raleigh%2C%20NC%2027612&size=640x480&source=outdoor&signature=qCffGFJWpvT6gVIB63I3eXn1Blg=,37183,Wake,"[{'listing_id': '2942768253', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '603992718', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '505769534', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '503339702', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/605b8d25c3de6b96f9ad8d648d722393l-m2892551200s-w1024_h768.jpg,,,,,,
13,,2022-05-05T13:57:09Z,"['central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'single_story']",308-Killington-Dr_Raleigh_NC_27609_M52636-75533,for_sale,2022-05-05T14:06:38Z,"[{'start_date': '2022-05-07T13:00:00', 'methods': ['in_person'], 'description': None, 'end_date': '2022-05-07T15:00:00', 'dst': True, 'time_zone': 'EST'}]","[{'name': 'CB Advantage (Chapel Hill)', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/94ad86e996f889bab368b6617c97946fl-m3476285441s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/94ad86e996f889bab368b6617c97946fl-m3844895643s-w1024_h768.jpg'}]",,415000,False,5263675533,,,2942762562,,[{'office_name': 'Coldwell Banker Advantage'}],TANC,,,mls,F3302C5E38BCF69CDCCA6F9F95041541,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1968.0,,2018-05-11,265000.0,1.0,,1.0,13939.0,1430.0,2.0,,,,1.0,3.0,single_family,27609,North Carolina,-78.640096,35.864787,Raleigh,NC,308 Killington Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=308%20Killington%20Dr%2C%20Raleigh%2C%20NC%2027609&size=640x480&source=outdoor&signature=MdwjQDZKMYy73B1wj4Y4eQzuw2M=,37183,Wake,"[{'listing_id': '2942762562', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '638752162', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '612662134', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '531297186', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/94ad86e996f889bab368b6617c97946fl-m3476285441s-w1024_h768.jpg,,,,,,
14,,2022-05-05T13:04:33Z,"['central_air', 'forced_air', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more']",2304-Stonesthrow-Ct_Raleigh_NC_27610_M51762-80417,for_sale,2022-05-05T13:05:09Z,,"[{'name': 'ERA Dream Living Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/e052051968fad735c9034afd028b19c6l-m2630560742s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/e052051968fad735c9034afd028b19c6l-m3040731065s-w1024_h768.jpg'}]",,429900,False,5176280417,,,2942760328,,[{'office_name': None}],TANC,,,mls,3DB65DEB8CAE3FC2D40B4645E605D6D5,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1988.0,,2018-10-12,225000.0,2.0,,,7841.0,1474.0,2.0,,,1.0,2.0,3.0,single_family,27610,North Carolina,-78.599223,35.783231,Raleigh,NC,2304 Stonesthrow Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2304%20Stonesthrow%20Ct%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=pYP9AR0Oq8qrO9HlUvIlYCWLYVI=,37183,Wake,"[{'listing_id': '2942760328', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '646550698', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/e052051968fad735c9034afd028b19c6l-m2630560742s-w1024_h768.jpg,,,,,,
15,,2022-05-06T16:36:58Z,"['central_air', 'community_outdoor_space', 'corner_lot', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",2339-School-Creek-Pl_Raleigh_NC_27606_M67829-71782,for_sale,2022-05-05T12:34:10Z,,"[{'name': 'Realty One Nc, Llc', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/1ca0a21f1675821bda89b8b4388585c8l-m1379701405s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/1ca0a21f1675821bda89b8b4388585c8l-m3330015961s-w1024_h768.jpg'}]",,429000,False,6782971782,,,2942759576,,[{'office_name': None}],TANC,,,mls,A7B838E982F6EBCA41F450E35173E39B,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'co_broke']",basic_opt_in,1998.0,,1998-07-14,184000.0,2.0,,1.0,7841.0,2017.0,3.0,,,2.0,2.0,3.0,single_family,27606,North Carolina,-78.733592,35.749014,Raleigh,NC,2339 School Creek Pl,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2339%20School%20Creek%20Pl%2C%20Raleigh%2C%20NC%2027606&size=640x480&source=outdoor&signature=2bTmPoNiQTinbWC2vLsotXxLKfo=,37183,Wake,"[{'listing_id': '2942759576', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/1ca0a21f1675821bda89b8b4388585c8l-m1379701405s-w1024_h768.jpg,,,,,,
16,,2022-05-05T20:57:40Z,"['city_view', 'community_clubhouse', 'community_golf', 'community_gym', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'disability_features', 'family_room', 'fireplace', 'golf_course_lot_or_frontage', 'golf_course_view', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more']",10009-Lynnberry-Pl_Raleigh_NC_27617_M69225-87213,for_sale,2022-05-05T11:02:20Z,"[{'start_date': '2022-05-07T13:00:00', 'methods': ['in_person'], 'description': None, 'end_date': '2022-05-07T15:00:00', 'dst': True, 'time_zone': 'EST'}]","[{'name': 'Hunter Rowe Real Estate', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/bd16fdc43ed08663b5c8ced33e622962l-m908713469s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/bd16fdc43ed08663b5c8ced33e622962l-m2584654082s-w1024_h768.jpg'}]",,425000,False,6922587213,,"[{'type': None, 'href': 'https://player.vimeo.com/video/706230926'}]",2942757729,,[{'office_name': None}],TANC,,,mls,EF03FA0E6700D559211C075DAFC7698A,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2013.0,,2017-07-13,280000.0,3.0,,1.0,1742.0,2060.0,4.0,townhouse,,1.0,3.0,3.0,townhomes,27617,North Carolina,-78.80429,35.897409,Raleigh,NC,10009 Lynnberry Pl,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=10009%20Lynnberry%20Pl%2C%20Raleigh%2C%20NC%2027617&size=640x480&source=outdoor&signature=kSPJ7i6gHG2S52HFBd0dioIIl28=,37183,Wake,"[{'listing_id': '2942757729', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '628594606', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '562442910', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/bd16fdc43ed08663b5c8ced33e622962l-m908713469s-w1024_h768.jpg,,,,,,
17,,2022-05-04T23:31:08Z,"['central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more']",307-S-King-Charles-Rd_Raleigh_NC_27610_M68395-53559,for_sale,2022-05-04T12:01:25Z,,"[{'name': 'Berkshire Hathaway Homeservices Ysu', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/e61c7bfda26311ee6581702d149045b9l-m3015790995s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/e61c7bfda26311ee6581702d149045b9l-m1791932237s-w1024_h768.jpg'}]",,450000,False,6839553559,,,2942717626,,[{'office_name': None}],TANC,,,mls,0FF4FABC37206FBD06000E893B297F18,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1954.0,,2011-12-12,115000.0,2.0,,1.0,31363.0,1684.0,3.0,,,2.0,1.0,3.0,single_family,27610,North Carolina,-78.60498,35.776593,Raleigh,NC,307 S King Charles Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=307%20S%20King%20Charles%20Rd%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=GbpZHTALdvChseXxKvCrNR1eDXY=,37183,Wake,"[{'listing_id': '2942717626', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '533293486', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/e61c7bfda26311ee6581702d149045b9l-m3015790995s-w1024_h768.jpg,,,,,,
18,,2022-05-03T12:30:20Z,"['new_construction', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_bathroom']",5028-Tura-St_Raleigh_NC_27610_M94508-65222,for_sale,2022-05-03T00:00:00Z,,"[{'name': 'Lennar', 'photo': None, 'type': 'Builder'}]","[{'href': 'https://nh.rdcpix.com/94ae3633aa5adce7f3ec688c185d18d8t-f3720680793s-w1024_h768.jpg'}, {'href': 'https://nh.rdcpix.com/94ae3633aa5adce7f3ec688c185d18d8t-f694723661s-w1024_h768.jpg'}]",,447385,False,9450865222,,,2942680613,,,LC1B,417000665265,19284600106,new_home,,True,,,,,,True,,,True,False,False,new_homes_moveinready,"['new_homes_cost_per_lead_hybrid.builder', 'co_broke']",basic_opt_in,,,,,2.0,,,,1924.0,2.0,,,2.0,2.0,3.0,single_family,27610,North Carolina,,,Raleigh,NC,5028 Tura St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5028%20Tura%20St%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=ZDE1Ho_rfsDOV1nVcrYNHkeKkDk=,,Wake,"[{'listing_id': '2942680613', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://nh.rdcpix.com/94ae3633aa5adce7f3ec688c185d18d8t-f3720680793s-w1024_h768.jpg,,"[{'office': {'hours': 'Mon-Sun: By Appointment', 'phones': [{'number': '(919) 337-9420', 'type': 'Office'}]}, 'builder': {'fulfillment_id': '4803467'}}]",717000072671,Trace at Olde Towne - Designer Collection,,
19,,2022-05-03T12:30:20Z,"['new_construction', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_bathroom']",5029-Tura-St_Raleigh_NC_27610_M91878-06842,for_sale,2022-05-03T00:00:00Z,,"[{'name': 'Lennar', 'photo': None, 'type': 'Builder'}]","[{'href': 'https://nh.rdcpix.com/f2f841f7102823390d6e3c7341ca9cf0t-f917688262s-w1024_h768.jpg'}, {'href': 'https://nh.rdcpix.com/f2f841f7102823390d6e3c7341ca9cf0t-f4218195433s-w1024_h768.jpg'}]",,432910,False,9187806842,,,2942680497,,,LC1B,417000665263,19284600129,new_home,,True,,,,,,True,,,True,False,False,new_homes_moveinready,"['new_homes_cost_per_lead_hybrid.builder', 'co_broke']",basic_opt_in,,,,,2.0,,,,1867.0,2.0,,,2.0,2.0,3.0,single_family,27610,North Carolina,,,Raleigh,NC,5029 Tura St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5029%20Tura%20St%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=9eZS0QRW_CHufl71erZIGzJwfn0=,,Wake,"[{'listing_id': '2942680497', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://nh.rdcpix.com/f2f841f7102823390d6e3c7341ca9cf0t-f917688262s-w1024_h768.jpg,,"[{'office': {'hours': 'Mon-Sun: By Appointment', 'phones': [{'number': '(919) 337-9420', 'type': 'Office'}]}, 'builder': {'fulfillment_id': '4803467'}}]",717000072671,Trace at Olde Towne - Designer Collection,,
20,,2022-05-04T12:30:20Z,"['new_construction', 'single_story', 'garage_1_or_more', 'garage_2_or_more']",144-Cashmere-Ct_Raleigh_NC_27610_M94018-23291,for_sale,2022-05-03T00:00:00Z,,"[{'name': 'Lennar', 'photo': None, 'type': 'Builder'}]","[{'href': 'https://nh.rdcpix.com/40c5e3046020c321f2a9cc4d2ce72cc7l-f3661654692s-w1024_h768.jpg'}, {'href': 'https://nh.rdcpix.com/40c5e3046020c321f2a9cc4d2ce72cc7t-f1925882595s-w1024_h768.jpg'}]",,406755,False,9401823291,,,2942718195,,,LC1B,417000665270,66251710016,new_home,107C666DF9295FA93D27875838ADF335,True,,,,,,True,,,True,False,False,new_homes_moveinready,"['new_homes_cost_per_lead_hybrid.builder', 'co_broke']",basic_opt_in,,,,,2.0,,,,1687.0,2.0,,,2.0,1.0,2.0,single_family,27610,North Carolina,-78.546777,35.698089,Raleigh,NC,144 Cashmere Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=144%20Cashmere%20Ct%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=hTqrkl6JpWXiyAfnzcAs8jILhmI=,37183,Wake,"[{'listing_id': '2942718195', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://nh.rdcpix.com/40c5e3046020c321f2a9cc4d2ce72cc7l-f3661654692s-w1024_h768.jpg,,"[{'office': {'hours': 'Mon-Sun: By Appointment', 'phones': [{'number': '(919) 337-9420', 'type': 'Office'}]}, 'builder': {'fulfillment_id': '4803467'}}]",717000072675,Auburn Village - Amber Collection,,
21,,2022-05-02T17:08:17Z,"['central_air', 'community_outdoor_space', 'cul_de_sac', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'modern_kitchen', 'open_kitchen', 'big_yard', 'rental_property']",2613-Deanwood-Dr_Raleigh_NC_27615_M63158-12929,for_sale,2022-05-02T17:10:29Z,,"[{'name': 'EXP Realty LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/a9a66d792038514d99d912c4a56c9029l-m218993959s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/a9a66d792038514d99d912c4a56c9029l-m1748767522s-w1024_h768.jpg'}]",,450000,False,6315812929,,,2942654130,,[{'office_name': None}],TANC,,,mls,A2D9E5489293D551EA44AE83C34F3D72,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1994.0,,2007-05-31,254000.0,2.0,,1.0,14375.0,2010.0,3.0,,,2.0,2.0,4.0,single_family,27615,North Carolina,-78.591842,35.900299,Raleigh,NC,2613 Deanwood Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2613%20Deanwood%20Dr%2C%20Raleigh%2C%20NC%2027615&size=640x480&source=outdoor&signature=Q1fwl_YyCteQrLPeoXNyvbzy95Q=,37183,Wake,"[{'listing_id': '2942654130', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/a9a66d792038514d99d912c4a56c9029l-m218993959s-w1024_h768.jpg,,,,,,
22,,2022-05-02T00:18:54Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'forced_air', 'hardwood_floors', 'laundry_room', 'single_story']",6708-Johnsdale-Rd_Raleigh_NC_27615_M64659-36591,for_sale,2022-04-30T20:44:55Z,,"[{'name': 'Oak City Properties', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/fa4a0e86525336d1bb23721467b484d8l-m2594377770s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/fa4a0e86525336d1bb23721467b484d8l-m4145411988s-w1024_h768.jpg'}]",,449900,False,6465936591,,,2942615714,,[{'office_name': 'Oak City Properties'}],TANC,,,mls,2CAE0FB1F872D44AD8F9CF5ABDD3BE48,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'co_broke']",basic_opt_in,1967.0,,2016-06-14,182000.0,2.0,,,33106.0,1485.0,2.0,,,,1.0,3.0,single_family,27615,North Carolina,-78.598712,35.872033,Raleigh,NC,6708 Johnsdale Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6708%20Johnsdale%20Rd%2C%20Raleigh%2C%20NC%2027615&size=640x480&source=outdoor&signature=971KvJ8enTJjlubAWKM_H-cRACA=,37183,Wake,"[{'listing_id': '2942615714', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '643789502', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '612603894', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/fa4a0e86525336d1bb23721467b484d8l-m2594377770s-w1024_h768.jpg,,,,,,
23,,2022-05-03T23:31:25Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'granite_kitchen', 'medicalcare', 'shopping']",9211-Calabria-Dr-Unit-112_Raleigh_NC_27617_M56564-71345,for_sale,2022-04-29T20:33:48Z,,"[{'name': 'Howard Perry and Walston', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/7aa04655bcd7933648bef60796381759l-m1100785960s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/7aa04655bcd7933648bef60796381759l-m212488459s-w1024_h768.jpg'}]",,430000,False,5656471345,,,2942584196,20000.0,[{'office_name': None}],TANC,,,mls,5CF38EC5CED1B9EBAF18D3F6FB2FDC97,,,,True,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2009.0,,2009-11-18,250000.0,2.0,,,,1506.0,2.0,condo,,1.0,1.0,2.0,condos,27617,North Carolina,-78.797345,35.898945,Raleigh,NC,9211 Calabria Dr Unit 112,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=9211%20Calabria%20Dr%20Unit%20112%2C%20Raleigh%2C%20NC%2027617&size=640x480&source=outdoor&signature=wYEpuUA8Fb3pv7W0VyszqlwC5hg=,37183,Wake,"[{'listing_id': '2942584196', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/7aa04655bcd7933648bef60796381759l-m1100785960s-w1024_h768.jpg,,,,,,
24,,2022-05-02T22:22:35Z,"['central_air', 'community_clubhouse', 'community_golf', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'golf_course_lot_or_frontage', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'clubhouse', 'golf_course', 'tennis']",156-Solheim-Ln_Raleigh_NC_27603_M56143-97027,for_sale,2022-04-29T17:29:45Z,,"[{'name': 'Redfin Corporation', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/841f9721809b8a59633550a2d262aa35l-m975326805s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/841f9721809b8a59633550a2d262aa35l-m3820844482s-w1024_h768.jpg'}]",,409000,False,5614397027,,,2942574561,,[{'office_name': None}],TANC,,,mls,B35B5D8A72E0597A20EDE66E1808AFB2,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2006.0,,2006-11-27,246000.0,2.0,,1.0,5663.0,2394.0,3.0,,,2.0,2.0,3.0,single_family,27603,North Carolina,-78.661847,35.668736,Raleigh,NC,156 Solheim Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=156%20Solheim%20Ln%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=ZiPsgC8mvSb9WNS64L6X7nEAhjA=,37183,Wake,"[{'listing_id': '2942574561', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '616360402', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '601473994', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '582422730', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '564063186', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '544108954', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '510769466', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/841f9721809b8a59633550a2d262aa35l-m975326805s-w1024_h768.jpg,,,,,,
