,primary_photo,last_update_date,tags,permalink,status,list_date,open_houses,branding,photos,coming_soon_date,list_price,matterport,property_id,community,virtual_tours,listing_id,price_reduced_amount,source.agents,source.id,source.plan_id,source.spec_id,source.type,tax_record.public_record_id,flags.is_new_construction,flags.is_subdivision,flags.is_plan,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_new_listing,flags.is_coming_soon,flags.is_contingent,lead_attributes.show_contact_an_agent,lead_attributes.opcity_lead_attributes.flip_the_market_enabled,lead_attributes.opcity_lead_attributes.cashback_enabled,lead_attributes.lead_type,products.products,products.brand_name,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line,location.street_view_url,location.county.fips_code,location.county.name,other_listings.rdc,primary_photo.href,tax_record,other_listings,community.advertisers,community.property_id,community.description.name,products
0,,2022-04-15T16:00:09Z,"['central_air', 'community_outdoor_space', 'den_or_office', 'dining_room', 'forced_air', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'high_ceiling', 'floor_plan', 'no_hoa', 'big_lot', 'shopping']",4820-Bluetick-Rd_Raleigh_NC_27616_M53826-70579,for_sale,2022-04-15T16:01:07Z,,"[{'name': 'Amg Realty Llc', 'photo': None, 'type': 'Office'}]",,,599999,False,5382670579,,,2942137021,,[{'office_name': None}],TANC,,,mls,C763F39F3738E0FFD66D832BDFFF4785,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2001.0,,2010-11-02,375000.0,4.0,,1.0,57935.0,4242.0,5.0,,,2.0,1.0,4.0,single_family,27616,North Carolina,-78.558195,35.846083,Raleigh,NC,4820 Bluetick Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4820%20Bluetick%20Rd%2C%20Raleigh%2C%20NC%2027616&size=640x480&source=outdoor&signature=F4rsdPB772GXUDXfZCcN41v-4ag=,37183,Wake,"[{'listing_id': '2942137021', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
1,,2022-04-15T15:27:54Z,"['central_air', 'community_outdoor_space', 'cul_de_sac', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'front_porch', 'new_roof']",10721-Durant-Rd_Raleigh_NC_27614_M54231-23723,for_sale,2022-04-15T15:36:20Z,,"[{'name': 'CB Advantage-(Raleigh Office)', 'photo': None, 'type': 'Office'}]",,,515000,False,5423123723,,,2942136031,,[{'office_name': None}],TANC,,,mls,626B770FD0BD72A389C8C271342FE934,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1996.0,,1999-07-14,191000.0,2.0,,1.0,16553.0,2775.0,3.0,,,2.0,2.0,4.0,single_family,27614,North Carolina,-78.59515,35.906435,Raleigh,NC,10721 Durant Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=10721%20Durant%20Rd%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=VsaNudNqED-LW0RTJcK75QLrJnw=,37183,Wake,"[{'listing_id': '2942136031', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",,,,,,,
2,,2022-04-15T11:41:33Z,"['central_air', 'community_outdoor_space', 'corner_lot', 'cul_de_sac', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'farm', 'ranch']",12108-Amoretto-Way_Raleigh_NC_27613_M69705-90059,for_sale,2022-04-15T11:47:01Z,,"[{'name': 'CB Advantage-(Raleigh Office)', 'photo': None, 'type': 'Office'}]",,,549000,False,6970590059,,,2942129709,,[{'office_name': None}],TANC,,,mls,460C745687EF6B5C139C209B6344C65F,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1994.0,,2013-09-26,255000.0,2.0,,1.0,9148.0,2176.0,3.0,,,2.0,1.0,3.0,single_family,27613,North Carolina,-78.74059,35.926691,Raleigh,NC,12108 Amoretto Way,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=12108%20Amoretto%20Way%2C%20Raleigh%2C%20NC%2027613&size=640x480&source=outdoor&signature=iSnEVniRrftl1GgG6sqZhTnAfSE=,37183,Wake,"[{'listing_id': '2942129709', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '569580062', 'listing_key': None, 'status': 'off_market', 'primary': None}]",,,,,,,
3,,2022-04-14T18:15:20Z,"['central_air', 'community_outdoor_space', 'corner_lot', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'farm', 'ranch', 'medicalcare']",3400-Morningside-Dr_Raleigh_NC_27607_M64735-79258,for_sale,2022-04-14T18:22:58Z,,"[{'name': 'Secu*Re Inc.', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/9b2f297afe5171495a09b3d9c99ca324l-m1559762460s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/9b2f297afe5171495a09b3d9c99ca324l-m2301137289s-w1024_h768.jpg'}]",,525000,False,6473579258,,,2942100709,,[{'office_name': None}],TANC,,,mls,D592CE1122D317BDE7E470546C02A53A,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1978.0,,2008-05-01,263000.0,2.0,,,14810.0,1662.0,2.0,,,,1.0,3.0,single_family,27607,North Carolina,-78.692517,35.824449,Raleigh,NC,3400 Morningside Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3400%20Morningside%20Dr%2C%20Raleigh%2C%20NC%2027607&size=640x480&source=outdoor&signature=kU9Nv0-xN5oAcTr6HulNFZJnYyQ=,37183,Wake,"[{'listing_id': '2942100709', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/9b2f297afe5171495a09b3d9c99ca324l-m1559762460s-w1024_h768.jpg,,,,,,
4,,2022-04-14T11:51:59Z,"['central_air', 'community_clubhouse', 'community_gym', 'community_security_features', 'recreation_facilities', 'community_swimming_pool', 'basement', 'single_story', 'park']",1535-Caraleigh-Mills-Ct-Apt-124_Raleigh_NC_27603_M68928-13927,for_sale,2022-04-14T11:54:39Z,,"[{'name': 'Grow Local Realty LLC', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/cc1ea655be9952da8ff08e011277d84al-m74872114s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/cc1ea655be9952da8ff08e011277d84al-m842752908s-w1024_h768.jpg'}]",,525000,False,6892813927,,,2942086439,,[{'office_name': None}],TANC,,,mls,AA32EA44C26DF9E38B02A15D33618910,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1892.0,,2020-02-27,285000.0,1.0,,,,1016.0,1.0,condo,,,1.0,1.0,condos,27603,North Carolina,-78.653363,35.759589,Raleigh,NC,1535 Caraleigh Mills Ct Apt 124,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1535%20Caraleigh%20Mills%20Ct%20Apt%20124%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=wCfmaBTycpLe9s8XjvzOC41jPAs=,37183,Wake,"[{'listing_id': '2942086439', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '645849130', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2941328962', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '2895082087', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '647106190', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '631789382', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '622490866', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '613938570', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '581110322', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '511360718', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/cc1ea655be9952da8ff08e011277d84al-m74872114s-w1024_h768.jpg,,,,,,
5,,2022-04-08,"['trails', 'shopping', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",Winstead-III_5401-North-Sterling-Collection_5502-Beardall-Street_Raleigh_NC_27616_P417000665222,ready_to_build,2022-04-14T00:00:00.000Z,,"[{'name': 'Lennar', 'photo': None, 'type': 'Builder'}]","[{'href': 'https://nh.rdcpix.com/24477e0f0dbe97032b54c3a8939d9ee2e-f2261790529s-w1024_h768.jpg'}, {'href': 'https://nh.rdcpix.com/24477e0f0dbe97032b54c3a8939d9ee2e-f2929799522s-w1024_h768.jpg'}]",,512990,False,417000665222,,,,,,LC1B,,,new_home,,True,,True,,,,True,,,True,False,False,new_homes_plan,"['new_homes_cost_per_lead_hybrid.builder', 'co_broke']",basic_opt_in,,,,,3.0,Winstead III,,,2729.0,,,,2.0,2.0,4.0,single_family,27616,North Carolina,-78.5373,35.8625,Raleigh,NC,5502 Beardall Street,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5502%20Beardall%20Street%2C%20Raleigh%2C%20NC%2027616&size=640x480&source=outdoor&signature=LLNNormi2plbykAzcy7Oj9xe_ww=,37183,Wake,,https://nh.rdcpix.com/24477e0f0dbe97032b54c3a8939d9ee2e-f2261790529s-w1024_h768.jpg,,,"[{'office': {'hours': 'Mon-Sun: By Appointment', 'phones': [{'number': '(919) 337-9420', 'type': 'Office'}]}, 'builder': {'fulfillment_id': '4803467'}}]",717000072656,5401 North - Sterling Collection,
6,,2022-04-15T03:47:17Z,"['central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'high_ceiling']",5524-Wade-Park-Blvd_Raleigh_NC_27607_M64907-72338,for_sale,2022-04-13T18:41:26Z,,"[{'name': ""Carolina's Choice Real Estate"", 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/2c3f7c92e9830ed807ce868adb4175eel-m1547744338s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/2c3f7c92e9830ed807ce868adb4175eel-m257430100s-w1024_h768.jpg'}]",,585000,False,6490772338,,,2942063222,,[{'office_name': None}],TANC,,,mls,66B60934C94A53FE2FA71C07004DCCF9,,,,,,,True,,True,True,False,False,co_broke,"['core.agent', 'co_broke']",basic_opt_in,2012.0,,2017-05-03,370000.0,2.0,,1.0,3920.0,2172.0,3.0,townhouse,,2.0,2.0,3.0,townhomes,27607,North Carolina,-78.734779,35.808204,Raleigh,NC,5524 Wade Park Blvd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5524%20Wade%20Park%20Blvd%2C%20Raleigh%2C%20NC%2027607&size=640x480&source=outdoor&signature=_QqAv6zwFLKbm5K4k3_LLCldf9Q=,37183,Wake,"[{'listing_id': '2942063222', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '626167326', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/2c3f7c92e9830ed807ce868adb4175eel-m1547744338s-w1024_h768.jpg,,,,,,
7,,2022-04-13T13:44:38Z,"['central_air', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",11515-Azari-Ct_Raleigh_NC_27614_M53299-81947,for_sale,2022-04-13T18:02:22Z,,"[{'name': 'Alliance Real Estate Partners', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/b65ab51b13538ea6bac40308e1a48768l-m403872674s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/b65ab51b13538ea6bac40308e1a48768l-m789067326s-w1024_h768.jpg'}]",,539900,False,5329981947,,,2942061016,,[{'office_name': None}],TANC,,,mls,9260005106DEA5EACFC8322B8EA1D5AC,,,,,,,True,,True,True,False,False,co_broke,['co_broke'],basic_opt_in,2005.0,,2018-04-02,340000.0,3.0,,,10890.0,2752.0,3.0,,,2.0,2.0,4.0,single_family,27614,North Carolina,-78.584482,35.929674,Raleigh,NC,11515 Azari Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=11515%20Azari%20Ct%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=nMDV4kryFJAsMT8QQrlENSVYDIo=,37183,Wake,"[{'listing_id': '2942061016', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '633067002', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '601184094', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '514031998', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/b65ab51b13538ea6bac40308e1a48768l-m403872674s-w1024_h768.jpg,,,,,,
8,,2022-04-13T01:02:35Z,"['central_air', 'community_clubhouse', 'community_outdoor_space', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'tennis_court', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'big_yard']",8505-Averell-Ct_Raleigh_NC_27615_M66708-08296,for_sale,2022-04-13T18:02:22Z,,"[{'name': 'Homesmart Expert Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/5ae18ea0c4a2361c584b620600b14032l-m259433140s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/5ae18ea0c4a2361c584b620600b14032l-m3272089559s-w1024_h768.jpg'}]",,525000,False,6670808296,,,2942061006,,[{'office_name': None}],TANC,,,mls,26F82102B022BCF8CF42F7A64A84B0A4,,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1993.0,,2013-09-30,247000.0,2.0,,1.0,13068.0,2113.0,3.0,,,2.0,2.0,4.0,single_family,27615,North Carolina,-78.598785,35.893962,Raleigh,NC,8505 Averell Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8505%20Averell%20Ct%2C%20Raleigh%2C%20NC%2027615&size=640x480&source=outdoor&signature=WsRRCiIhsJjKlgsNd1D-l_XJ1kM=,37183,Wake,"[{'listing_id': '2942061006', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '544937430', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '518036142', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '513178630', 'listing_key': None, 'status': 'off_market', 'primary': None}]",https://ap.rdcpix.com/5ae18ea0c4a2361c584b620600b14032l-m259433140s-w1024_h768.jpg,,,,,,
9,,2022-04-12T15:03:18Z,"['central_air', 'community_security_features', 'forced_air', 'new_construction', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'gourmet_kitchen', 'white_kitchen']",6930-Leesville-Rd-6_Raleigh_NC_27613_M92775-22414,for_sale,2022-04-12T15:11:50Z,,"[{'name': 'Taylor Morrison Of Carolinas, Inc.', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/75684bc4a1d4e571226e14400d8e6e6bl-m2226203909s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/75684bc4a1d4e571226e14400d8e6e6bl-m3158294494s-w1024_h768.jpg'}]",,503335,False,9277522414,,,2942021962,,[{'office_name': None}],TANC,,,mls,,True,,,,,,True,,,True,False,False,co_broke,"['core.agent', 'co_broke']",basic_opt_in,2022.0,,,,2.0,,2.0,1960.0,2405.0,4.0,townhouse,,2.0,3.0,3.0,townhomes,27613,North Carolina,-78.700197,35.870709,Raleigh,NC,6930 Leesville Rd Unit 6,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6930%20Leesville%20Rd%20Unit%206%2C%20Raleigh%2C%20NC%2027613&size=640x480&source=outdoor&signature=Mt43wkETRwRn7ifFpFaj41qi1Cs=,37183,Wake,"[{'listing_id': '2942021962', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",https://ap.rdcpix.com/75684bc4a1d4e571226e14400d8e6e6bl-m2226203909s-w1024_h768.jpg,,,,,,
